,time,open,high,low,close,volume,tic,exchange,vwap
0,2023-01-27 18:15:00,203.49,203.49,203.22,203.22,2189,NVDA,203.322051
0,2023-01-27 18:16:00,203.04,203.22,203.0,203.22,1609,NVDA,203.049484
0,2023-01-27 18:17:00,203.33,203.33,203.2,203.24,350,NVDA,203.251429
0,2023-01-27 18:18:00,203.17,203.23,203.13,203.2,2072,NVDA,203.176404
0,2023-01-27 18:19:00,203.15,203.17,203.13,203.13,604,NVDA,203.160132
0,2023-01-27 18:20:00,203.11,203.18,203.1,203.18,937,NVDA,203.12809
0,2023-01-27 18:21:00,203.34,203.5,203.34,203.5,1140,NVDA,203.382456
0,2023-01-27 18:22:00,203.57,203.57,203.57,203.57,280,NVDA,203.564429
0,2023-01-27 18:23:00,203.645,203.645,203.51,203.515,3130,NVDA,203.543227
0,2023-01-27 18:24:00,203.53,203.53,203.44,203.44,822,NVDA,203.505255
0,2023-01-27 18:25:00,203.59,203.67,203.57,203.67,853,NVDA,203.610012
0,2023-01-27 18:26:00,203.75,204.11,203.75,204.025,9399,NVDA,203.960243
0,2023-01-27 18:27:00,204.06,204.19,203.93,203.98,2142,NVDA,204.01788
0,2023-01-27 18:28:00,203.98,204.12,203.885,204.105,2390,NVDA,203.987146
0,2023-01-27 18:29:00,204.08,204.12,204.015,204.12,1837,NVDA,204.0707
0,2023-01-27 18:30:00,204.16,204.27,204.16,204.22,3748,NVDA,204.196826
0,2023-01-27 18:31:00,204.29,204.29,204.24,204.26,1503,NVDA,204.270808
0,2023-01-27 18:33:00,204.23,204.3,204.23,204.3,589,NVDA,204.251902
0,2023-01-27 18:34:00,204.29,204.46,204.29,204.44,916,NVDA,204.419421
0,2023-01-27 18:35:00,204.44,204.44,204.44,204.44,291,NVDA,204.469244
0,2023-01-27 18:36:00,204.52,204.715,204.52,204.7,1864,NVDA,204.661516
0,2023-01-27 18:37:00,204.68,204.86,204.67,204.715,2046,NVDA,204.718113
0,2023-01-27 18:38:00,204.72,205.02,204.72,205.01,1646,NVDA,204.936458
0,2023-01-27 18:39:00,205.045,205.18,204.93,204.93,3098,NVDA,205.027024
0,2023-01-27 18:40:00,204.88,204.88,204.79,204.825,1412,NVDA,204.836863
0,2023-01-27 18:41:00,204.86,204.86,204.725,204.81,4759,NVDA,204.788237
0,2023-01-27 18:42:00,204.86,204.96,204.86,204.96,480,NVDA,204.906458
0,2023-01-27 18:43:00,205.01,205.12,205.01,205.12,798,NVDA,205.031836
0,2023-01-27 18:44:00,205.17,205.47,205.17,205.47,902,NVDA,205.361996
0,2023-01-27 18:45:00,205.465,205.47,205.27,205.46,2745,NVDA,205.412557
0,2023-01-27 18:47:00,205.45,205.45,205.45,205.45,110,NVDA,205.45
0,2023-01-27 18:48:00,205.26,205.26,205.075,205.13,2302,NVDA,205.11682
0,2023-01-27 18:52:00,205.8,205.94,205.73,205.94,2037,NVDA,205.799298
0,2023-01-27 18:53:00,205.87,205.89,205.62,205.71,2264,NVDA,205.725411
